post_id	label	Text	post_tokens	maj_rationales	rationale_words	model_prediction
1179105274231246848_twitter	normal	<user> i aint talking bout you negro	[]	['<user>', 'i', 'aint', 'talking', 'bout', 'you', 'negro']		offensive
17501192_gab	hatespeech	his english periscope was awful apparently his chinese one was much better and had 1 6 m watching i do not speak gookanese though so be funny to see how this plays out with chink whales putting stops every <number>	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]	['gookanese', 'chink', 'whales']		hatespeech
1179100314697437186_twitter	normal	<user> <user> <user> i know it god world trump is far for perfect but he is not as bad as the msm wants us to think he is he trying to get homosexuality legalized world wide some countries still kill homosexuals all muslim countries do that yet the dems support a lot of those countries	[]	['<user>', '<user>', '<user>', 'i', 'know', 'it', 'god', 'world', 'trump', 'is', 'far', 'for', 'perfect', 'but', 'he', 'is', 'not', 'as', 'bad', 'as', 'the', 'msm', 'wants', 'us', 'to', 'think', 'he', 'is', 'he', 'trying', 'to', 'get', 'homosexuality', 'legalized', 'world', 'wide', 'some', 'countries', 'still', 'kill', 'homosexuals', 'all', 'muslim', 'countries', 'do', 'that', 'yet', 'the', 'dems', 'support', 'a', 'lot', 'of', 'those', 'countries']		hatespeech
1178873849254961154_twitter	normal	<user> i live in new york this is against our first amendment rights we have illegal aliens that have raped murdered stolen identities stabbed robbed imported drugs and trafficked women and children they should not be here nor should people that call them out be penalized	[]	['<user>', 'i', 'live', 'in', 'new', 'york', 'this', 'is', 'against', 'our', 'first', 'amendment', 'rights', 'we', 'have', 'illegal', 'aliens', 'that', 'have', 'raped', 'murdered', 'stolen', 'identities', 'stabbed', 'robbed', 'imported', 'drugs', 'and', 'trafficked', 'women', 'and', 'children', 'they', 'should', 'not', 'be', 'here', 'nor', 'should', 'people', 'that', 'call', 'them', 'out', 'be', 'penalized']		hatespeech
21217776_gab	offensive	imagine being so disconnected that youd think a dickies work shirt and some black pants are comparable to a fur suit imagine crying about optics while writing for a site that screams nigger in every title like a <number> year old on xbox love who d just found 4 chan	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
1179105327821791232_twitter	normal	<user> <user> <user> and you can be racist to everyone by basically saying all white people are racist because of their skin colour is racist itself you need to stop and think	[]	['<user>', '<user>', '<user>', 'and', 'you', 'can', 'be', 'racist', 'to', 'everyone', 'by', 'basically', 'saying', 'all', 'white', 'people', 'are', 'racist', 'because', 'of', 'their', 'skin', 'colour', 'is', 'racist', 'itself', 'you', 'need', 'to', 'stop', 'and', 'think']		hatespeech
1179073167119138817_twitter	normal	do not forget to kill yourself	[]	['do', 'not', 'forget', 'to', 'kill', 'yourself']		hatespeech
27009967_gab	offensive	my paki muslim neighbour just got a job as a traffic warden i said what wrong mate were you unhappy that people did not hate you enough	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['paki']		hatespeech
1178878538075688961_twitter	normal	donate to julián castro and also fund abortions okay i am logging off bye	[]	['donate', 'to', 'julián', 'castro', 'and', 'also', 'fund', 'abortions', 'okay', 'i', 'am', 'logging', 'off', 'bye']		offensive
14680382_gab	hatespeech	would anyone actually expect a nigger to save a white man life	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
1178273282610667522_twitter	hatespeech	let me go and watch power because you niggers have no respect	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['niggers']		hatespeech
1092144496391929857_twitter	offensive	how hoes be whole ass adults and cant drive	[0, 1, 0, 0, 0, 0, 0, 0, 0]	['hoes']		offensive
1185251510466371584_twitter	normal	put the thooka down pussy nigga put yo fist up	[]	['put', 'the', 'thooka', 'down', 'pussy', 'nigga', 'put', 'yo', 'fist', 'up']		hatespeech
1179074303444185088_twitter	normal	<user> <user> <user> the non prejudice blacks will give em his props the prejucidice blacks will say he doesnt belong in the culture when what the culture needed was a white following and he delivered pay respects	[]	['<user>', '<user>', '<user>', 'the', 'non', 'prejudice', 'blacks', 'will', 'give', 'em', 'his', 'props', 'the', 'prejucidice', 'blacks', 'will', 'say', 'he', 'doesnt', 'belong', 'in', 'the', 'culture', 'when', 'what', 'the', 'culture', 'needed', 'was', 'a', 'white', 'following', 'and', 'he', 'delivered', 'pay', 'respects']		offensive
1087809548998594563_twitter	offensive	high iq but still retarded	[0, 0, 0, 0, 1]	['retarded']		hatespeech
22575269_gab	offensive	well at least the mudslimes occasionally get it right now if they could just ramp it up by about <number> million	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['mudslimes']		hatespeech
10706335_gab	hatespeech	that nigger does not need another reason to hang	[0, 1, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
1178909126790918155_twitter	normal	<user> we dont have the ability to process refugees because of the flood of illegal immigrants	[]	['<user>', 'we', 'dont', 'have', 'the', 'ability', 'to', 'process', 'refugees', 'because', 'of', 'the', 'flood', 'of', 'illegal', 'immigrants']		normal
1179094414603542536_twitter	normal	<user> <user> <user> <user> this girl is retarded i swear to god 😂 😂 😂 😂 all her arguments collapse halfway 😂 😂	[]	['<user>', '<user>', '<user>', '<user>', 'this', 'girl', 'is', 'retarded', 'i', 'swear', 'to', 'god', '😂', '😂', '😂', '😂', 'all', 'her', 'arguments', 'collapse', 'halfway', '😂', '😂']		hatespeech
9857210_gab	hatespeech	mussie ohell created funded armed isis tried to destroy america <number> years in the pit of his incompetent hell christians prayed for god to heal our land god blessed this land ans trump the media whores and both parties hate him because elected by revolution voters who want america and god first	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['mussie']		hatespeech
1178708692553756672_twitter	normal	where is the dignity as muslims people are being killed women being raped by the indian army why cant you guys say anything when the whole world is talking about this issue	[]	['where', 'is', 'the', 'dignity', 'as', 'muslims', 'people', 'are', 'being', 'killed', 'women', 'being', 'raped', 'by', 'the', 'indian', 'army', 'why', 'cant', 'you', 'guys', 'say', 'anything', 'when', 'the', 'whole', 'world', 'is', 'talking', 'about', 'this', 'issue']		hatespeech
1178094223444324352_twitter	hatespeech	yadi is a fucking faggot	[0, 0, 0, 0, 1]	['faggot']		hatespeech
1178837354208993282_twitter	normal	there so much community in the ghetto tho 😭 💗	[]	['there', 'so', 'much', 'community', 'in', 'the', 'ghetto', 'tho', '😭', '💗']		normal
1178748502849052672_twitter	offensive	you know those women you see around that have that trailer trash made up look with the bad eye makeup messy bun padded bra and super skinny meth body yeah they are probably meth addicts — author unknown	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['trailer', 'trash']		offensive
1179003429810774017_twitter	normal	<user> true but no one gives a fuck about other activists of color not that i care much about it tbh im not too invested into this climate change stuff but just bc she white and retarded she gets the spotlight	[]	['<user>', 'true', 'but', 'no', 'one', 'gives', 'a', 'fuck', 'about', 'other', 'activists', 'of', 'color', 'not', 'that', 'i', 'care', 'much', 'about', 'it', 'tbh', 'im', 'not', 'too', 'invested', 'into', 'this', 'climate', 'change', 'stuff', 'but', 'just', 'bc', 'she', 'white', 'and', 'retarded', 'she', 'gets', 'the', 'spotlight']		hatespeech
1124336605878263810_twitter	offensive	fuck you lame ass hoes	[0, 0, 0, 0, 1]	['hoes']		hatespeech
1179030824668352512_twitter	normal	<user> announced clerks <number> i am excited you need an extra on set someone to make sure porch monkey was taken back i am willing to come work	[]	['<user>', 'announced', 'clerks', '<number>', 'i', 'am', 'excited', 'you', 'need', 'an', 'extra', 'on', 'set', 'someone', 'to', 'make', 'sure', 'porch', 'monkey', 'was', 'taken', 'back', 'i', 'am', 'willing', 'to', 'come', 'work']		hatespeech
1179100716960555010_twitter	normal	<user> <user> <user> and retarded	[]	['<user>', '<user>', '<user>', 'and', 'retarded']		hatespeech
27598853_gab	hatespeech	more anti white nigger bullshit coming soon to a screen near you apple oprah to team up in creating original content fox news	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['nigger']		hatespeech
21149794_gab	hatespeech	the policy was wonderfully effective it succeeded in keeping insane kike with taco beaner last name nicholas cruz from suffering the fate of the school to prison pipeline everybody sing kumbaya kumbaya	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike', 'taco', 'beaner']		hatespeech
1179081659465027590_twitter	normal	<user> <user> <user> israel is the only democracy of m.e. with right humans from where no one muslim is refugee in eu the iranians in eu refugees are milions and often are very professionale and high education around israel the others states sharia jadh <number> virgins <number> wives shahid and bullshits same	[]	['<user>', '<user>', '<user>', 'israel', 'is', 'the', 'only', 'democracy', 'of', 'm.e.', 'with', 'right', 'humans', 'from', 'where', 'no', 'one', 'muslim', 'is', 'refugee', 'in', 'eu', 'the', 'iranians', 'in', 'eu', 'refugees', 'are', 'milions', 'and', 'often', 'are', 'very', 'professionale', 'and', 'high', 'education', 'around', 'israel', 'the', 'others', 'states', 'sharia', 'jadh', '<number>', 'virgins', '<number>', 'wives', 'shahid', 'and', 'bullshits', 'same']		hatespeech
1178827642511990784_twitter	normal	who would have thought my nigger ass would be eating some fucking california rolls lmao	[]	['who', 'would', 'have', 'thought', 'my', 'nigger', 'ass', 'would', 'be', 'eating', 'some', 'fucking', 'california', 'rolls', 'lmao']		hatespeech
12294779_gab	normal	gay vs moslem	[]	['gay', 'vs', 'moslem']		offensive
13013412_gab	hatespeech	only fools think any kike is on the side of whites that foes triple for jewfags	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	['kike', 'jewfags']		hatespeech
1179016487366987777_twitter	normal	<user> also a syrian refugee while everyone has a right to protest you would think the elders of the country that gave you asylum would have earned the right to cross the street without your harassment	[]	['<user>', 'also', 'a', 'syrian', 'refugee', 'while', 'everyone', 'has', 'a', 'right', 'to', 'protest', 'you', 'would', 'think', 'the', 'elders', 'of', 'the', 'country', 'that', 'gave', 'you', 'asylum', 'would', 'have', 'earned', 'the', 'right', 'to', 'cross', 'the', 'street', 'without', 'your', 'harassment']		normal
1178824984426434560_twitter	normal	<user> i love faggots and i love being queer i wear my rainbow stripes loud and motherfucking proud 🌈	[]	['<user>', 'i', 'love', 'faggots', 'and', 'i', 'love', 'being', 'queer', 'i', 'wear', 'my', 'rainbow', 'stripes', 'loud', 'and', 'motherfucking', 'proud', '🌈']		hatespeech
1179069373472018432_twitter	normal	first thing white ppl tend to say to me after they did some usual self entitled bs is i hope you do not mind but i went ahead and yes sophie i do fucking mind do not try and save grace with your fake smile now i hate you lol	[]	['first', 'thing', 'white', 'ppl', 'tend', 'to', 'say', 'to', 'me', 'after', 'they', 'did', 'some', 'usual', 'self', 'entitled', 'bs', 'is', 'i', 'hope', 'you', 'do', 'not', 'mind', 'but', 'i', 'went', 'ahead', 'and', 'yes', 'sophie', 'i', 'do', 'fucking', 'mind', 'do', 'not', 'try', 'and', 'save', 'grace', 'with', 'your', 'fake', 'smile', 'now', 'i', 'hate', 'you', 'lol']		hatespeech
1179026312129851394_twitter	normal	<user> i know that you think that white peoples ate racist and hate you but there are a lot of people who love this country and their god given rights they love their president too many of these people have put their lives in the line over seas just saying	[]	['<user>', 'i', 'know', 'that', 'you', 'think', 'that', 'white', 'peoples', 'ate', 'racist', 'and', 'hate', 'you', 'but', 'there', 'are', 'a', 'lot', 'of', 'people', 'who', 'love', 'this', 'country', 'and', 'their', 'god', 'given', 'rights', 'they', 'love', 'their', 'president', 'too', 'many', 'of', 'these', 'people', 'have', 'put', 'their', 'lives', 'in', 'the', 'line', 'over', 'seas', 'just', 'saying']		offensive
1178567880251707392_twitter	normal	i guess i get raped a lot	[]	['i', 'guess', 'i', 'get', 'raped', 'a', 'lot']		hatespeech
1187917816948756481_twitter	normal	anyway you all see these euro niggas dangerous mofuckas	[]	['anyway', 'you', 'all', 'see', 'these', 'euro', 'niggas', 'dangerous', 'mofuckas']		hatespeech
1139225537824665601_twitter	offensive	lmao who seeing cupcakke tonight i am down af to go but i got no bitch to go with	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['bitch']		normal
1179059458573512704_twitter	normal	<user> trump does not care about shithole countries	[]	['<user>', 'trump', 'does', 'not', 'care', 'about', 'shithole', 'countries']		hatespeech
1179035412645502976_twitter	offensive	<user> from shithole countries lol go suck on an orange turd	[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	['shithole', 'countries']		hatespeech
1178551448197574656_twitter	normal	<user> shit crazy i go from unsaving the niggers number to putting it right back as baby i be doin too much lol	[]	['<user>', 'shit', 'crazy', 'i', 'go', 'from', 'unsaving', 'the', 'niggers', 'number', 'to', 'putting', 'it', 'right', 'back', 'as', 'baby', 'i', 'be', 'doin', 'too', 'much', 'lol']		hatespeech
1179103777254600704_twitter	normal	i am seething i fucking hate this shit so much it un fucking real haha separate art from artist bitch funding transphobe is good apparently lmao go eat shit	[]	['i', 'am', 'seething', 'i', 'fucking', 'hate', 'this', 'shit', 'so', 'much', 'it', 'un', 'fucking', 'real', 'haha', 'separate', 'art', 'from', 'artist', 'bitch', 'funding', 'transphobe', 'is', 'good', 'apparently', 'lmao', 'go', 'eat', 'shit']		hatespeech
20632309_gab	hatespeech	i really dislike this nigger another example of no talent niggers gaining fame for its loud mouth back in the day we knew how to deal with a uppity nigger	[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['dislike', 'nigger', 'niggers', 'uppity', 'nigger']		hatespeech
1179081870665031680_twitter	offensive	i amma get shadow keep join me in doing so faggots	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]	['faggots']		hatespeech
1178821319288336384_twitter	offensive	are you tired of jerking off to porn and hentai and not getting any pussy prostitutes exist bitch there no excuse you are just a faggot that wants everything easy what more easy than a prostitute	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['faggot']		hatespeech
1106221666949042181_twitter	offensive	can not trust them hoes that talk too much	[0, 0, 0, 0, 1, 0, 0, 0, 0]	['hoes']		hatespeech
25893116_gab	offensive	<user> hey joo phebus you have still never explained your ties to jew lawyers and liberal actvists like diversity law group all you had to do is explain but you refuse but you demand others explain things to you you are such a textbook heeb operative just poorly trained	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0]	['heeb', 'operative']		hatespeech
1178941558235783169_twitter	normal	at the geschlecht macht herrschaft ubonn conference prof anne foerster gave a paper on ruling women she just made a remarkable point there are few single male rulers and they are often criticized william rufus did kingly authority require a queen medieval twitter	[]	['at', 'the', 'geschlecht', 'macht', 'herrschaft', 'ubonn', 'conference', 'prof', 'anne', 'foerster', 'gave', 'a', 'paper', 'on', 'ruling', 'women', 'she', 'just', 'made', 'a', 'remarkable', 'point', 'there', 'are', 'few', 'single', 'male', 'rulers', 'and', 'they', 'are', 'often', 'criticized', 'william', 'rufus', 'did', 'kingly', 'authority', 'require', 'a', 'queen', 'medieval', 'twitter']		normal
1178273334452203520_twitter	normal	<user> like bro wtf are they talking about all concerts be full of white people	[]	['<user>', 'like', 'bro', 'wtf', 'are', 'they', 'talking', 'about', 'all', 'concerts', 'be', 'full', 'of', 'white', 'people']		hatespeech
21925689_gab	hatespeech	no one did it to the niggers you lying kike whore	[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1]	['niggers', 'kike', 'whore']		hatespeech
1179082476628697088_twitter	normal	nobody dykes yo record me doing this real quick	[]	['nobody', 'dykes', 'yo', 'record', 'me', 'doing', 'this', 'real', 'quick']		offensive
12043182_gab	hatespeech	the founding fathers was white the constitution was written for white americans because america was founded by whites build by white for whites you need a history lesson dumb fuck usa is a white hoemland fuckoff kike puppet	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['kike', 'puppet']		hatespeech
1178785944238841857_twitter	normal	<user> <user> i mean that if you wanna get raped in price 🤷 ‍ ♂️ 🤷 ‍ ♂️ 🥶	[]	['<user>', '<user>', 'i', 'mean', 'that', 'if', 'you', 'wanna', 'get', 'raped', 'in', 'price', '🤷', '\u200d', '♂️', '🤷', '\u200d', '♂️', '🥶']		hatespeech
1092836980176666629_twitter	normal	touch down w them bricks go harder lil nigga	[]	['touch', 'down', 'w', 'them', 'bricks', 'go', 'harder', 'lil', 'nigga']		offensive
7127905_gab	offensive	yet another muslime nigger heard from	[0, 0, 1, 1, 0, 0]	['muslime', 'nigger']		hatespeech
1179057767304323072_twitter	normal	<user> do not understand why in america it all about black or white there are yellow mongoloids and brown orientals people as well most suppressed ones never get to raise their voice v unbeatable loosing in agt is an example to show how racially biased americans are	[]	['<user>', 'do', 'not', 'understand', 'why', 'in', 'america', 'it', 'all', 'about', 'black', 'or', 'white', 'there', 'are', 'yellow', 'mongoloids', 'and', 'brown', 'orientals', 'people', 'as', 'well', 'most', 'suppressed', 'ones', 'never', 'get', 'to', 'raise', 'their', 'voice', 'v', 'unbeatable', 'loosing', 'in', 'agt', 'is', 'an', 'example', 'to', 'show', 'how', 'racially', 'biased', 'americans', 'are']		hatespeech
1178759746683146240_twitter	hatespeech	<user> alot of people just dont say it but she is not the only white nigger to think this way she is just another white nigger impowerd by trump to show her stupid way of thinking white niggers are the worst	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['white', 'nigger']		hatespeech
1179087506064564224_twitter	normal	listen i know that john mayer is the biggest white bitch mood but sometimes his music be hitting	[]	['listen', 'i', 'know', 'that', 'john', 'mayer', 'is', 'the', 'biggest', 'white', 'bitch', 'mood', 'but', 'sometimes', 'his', 'music', 'be', 'hitting']		normal
1179086355252613123_twitter	normal	the white bitch who killed her neighbor and thought he was an intruder was just convicted of murder score a million for the people a cop going behind bars	[]	['the', 'white', 'bitch', 'who', 'killed', 'her', 'neighbor', 'and', 'thought', 'he', 'was', 'an', 'intruder', 'was', 'just', 'convicted', 'of', 'murder', 'score', 'a', 'million', 'for', 'the', 'people', 'a', 'cop', 'going', 'behind', 'bars']		hatespeech
11958001_gab	hatespeech	people who lose their shit about some youtube gamer saying nigger are faggot nerds who should be sterilized	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]	['nigger', 'faggot']		hatespeech
14445063_gab	hatespeech	ok not only did i report that spic to ✝️ president trump 🇺 🇸 i sent a warning for him to make sure the ice deportation team that he sends has far sighted agents go get her since she such an ugly spic facially	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	['spic', 'spic']		hatespeech
1178703711171821569_twitter	hatespeech	<user> oh you mean odumba the admitted mussie and admitted he was born in kenya and those are easy to find in a search	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['mussie']		hatespeech
13110575_gab	hatespeech	lock her up indefinitely in cells filled with the mudslime rapefugees she is demanding her father import to the us	[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['mudslime', 'rapefugees']		hatespeech
1179096046653313025_twitter	offensive	omg unchanged again bielsa your a cunt eddie 😭 😭	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	['cunt']		offensive
15527158_gab	hatespeech	never open your door to a muslim shit skin cop or if you do be prepared to kill the fucking nigger because as has been demonstrated if you call a muslim cop especially after the minnesota muslim got away with murder they know they are above the law	[0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['muslim', 'shit', 'skin', 'kill', 'the', 'fucking', 'nigger']		hatespeech
1178240281096769536_twitter	normal	remember when i used to fight edgelords on here who started crying when i called them white good times	[]	['remember', 'when', 'i', 'used', 'to', 'fight', 'edgelords', 'on', 'here', 'who', 'started', 'crying', 'when', 'i', 'called', 'them', 'white', 'good', 'times']		hatespeech
1179035134206459906_twitter	normal	it officially october where my niggers jason n freddy	[]	['it', 'officially', 'october', 'where', 'my', 'niggers', 'jason', 'n', 'freddy']		hatespeech
1179105265540620297_twitter	normal	you all actually going around thinking asians are white	[]	['you', 'all', 'actually', 'going', 'around', 'thinking', 'asians', 'are', 'white']		hatespeech
17049940_gab	hatespeech	ditto trump has been kissing kike ass since he got in office i will take nehlen anyday	[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['kike']		hatespeech
12128335_gab	offensive	<number> pakis have been found dead in bradford it not terrorism related but thought to be due to a bunk bed collapsing police are blaming al ikea	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	['pakis']		offensive
1123227111810945024_twitter	offensive	lmao gay haircut	[0, 1, 0]	['gay']		offensive
1084834432710656003_twitter	offensive	really sick of dudes actin like bitches	[0, 0, 0, 0, 0, 0, 1]	['bitches']		hatespeech
17372469_gab	hatespeech	an these nigger biches look like godzilla nasty	[0, 0, 1, 1, 0, 0, 0, 0]	['nigger', 'biches']		hatespeech
3718243_gab	hatespeech	house republicans overwhelmingly voted in support of a resolution reaffirming the united states commitment to israel <number> democrats showed they are no longer the party for pro israel jews the least surprising was muzrat keith ellison a candidate to head the dnc fuc kislam	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]	['muzrat', 'fuc', 'kislam']		hatespeech
1178987503942062080_twitter	normal	the atma contained in me used to occupy the body of oskar schindler there are nine thousand schindler jews who are only going to procreate i will not go near jews or israel until it aspires to or manifests a level of love prevalent at camp echo lake	[]	['the', 'atma', 'contained', 'in', 'me', 'used', 'to', 'occupy', 'the', 'body', 'of', 'oskar', 'schindler', 'there', 'are', 'nine', 'thousand', 'schindler', 'jews', 'who', 'are', 'only', 'going', 'to', 'procreate', 'i', 'will', 'not', 'go', 'near', 'jews', 'or', 'israel', 'until', 'it', 'aspires', 'to', 'or', 'manifests', 'a', 'level', 'of', 'love', 'prevalent', 'at', 'camp', 'echo', 'lake']		hatespeech
24549535_gab	hatespeech	solo que soy de derecha a l <percent> el virus kike no va con jesús	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	['kike']		hatespeech
1178962472285327360_twitter	normal	i swear dykes who dress like straight boys discuss me fr who taught you all how to dress put on some mf jeans	[]	['i', 'swear', 'dykes', 'who', 'dress', 'like', 'straight', 'boys', 'discuss', 'me', 'fr', 'who', 'taught', 'you', 'all', 'how', 'to', 'dress', 'put', 'on', 'some', 'mf', 'jeans']		hatespeech
1178741019447308291_twitter	offensive	faggots still stan the fuck out of kim petras and it so fucking disgusting what worse is they use her as an excuse to love the trans community she a demon and the white devil if you still like her fuck off	[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]	['faggots', 'white', 'devil']		hatespeech
9462343_gab	normal	if you provided white level care in black brown nations it would be very expensive even without dieversecity as the hospitals in oil rich moslem nations who import skilled workers show	[]	['if', 'you', 'provided', 'white', 'level', 'care', 'in', 'black', 'brown', 'nations', 'it', 'would', 'be', 'very', 'expensive', 'even', 'without', 'dieversecity', 'as', 'the', 'hospitals', 'in', 'oil', 'rich', 'moslem', 'nations', 'who', 'import', 'skilled', 'workers', 'show']		normal
10227153_gab	hatespeech	looks to me like some social activists might have been there fanning the flames well starting the fire then maintaining it whatever happened to law and order most tax payers would not disagree with rubber bullets tear gas and water cannons being deployed on this mixed bag of muzzies and blacks	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1]	['muzzies', 'and', 'blacks']		hatespeech
1178857682511511552_twitter	normal	a pussy hoe could never is so ghetto and i hate hearing it	[]	['a', 'pussy', 'hoe', 'could', 'never', 'is', 'so', 'ghetto', 'and', 'i', 'hate', 'hearing', 'it']		offensive
1178906018572578816_twitter	offensive	barn full of white bitches	[0, 0, 0, 1, 1]	['white', 'bitches']		hatespeech
17279436_gab	hatespeech	would have been funnier if she had done that to a nigger or kebab but she would not because self preservation	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]	['nigger', 'kebab']		hatespeech
1179105596840316928_twitter	normal	<user> <user> <user> why is it never ever a white person getting killed why	[]	['<user>', '<user>', '<user>', 'why', 'is', 'it', 'never', 'ever', 'a', 'white', 'person', 'getting', 'killed', 'why']		hatespeech
1179055528661700609_twitter	normal	i am screaming this will be my first stray kids comeback agh they all look so good double knot <user>	[]	['i', 'am', 'screaming', 'this', 'will', 'be', 'my', 'first', 'stray', 'kids', 'comeback', 'agh', 'they', 'all', 'look', 'so', 'good', 'double', 'knot', '<user>']		normal
12733084_gab	normal	duty • honor • moslem country	[]	['duty', '•', 'honor', '•', 'moslem', 'country']		normal
